,Individual,Site,Date_Collected,Date_Processed,Algal_#,Algae_wt_(g),Eyespot,OMU_size,Magnification,Scope,Initials,Size,Julian_Day
1780,PW_29Jun12_231,PW,29-Jun-12,30-Jan-17,1,,0.0,58.0,25.0,W,CC,1.0544,181
1781,PW_29Jun12_232,PW,29-Jun-12,30-Jan-17,1,,0.0,54.0,25.0,W,CC,0.9817,181
1782,PW_29Jun12_233,PW,29-Jun-12,30-Jan-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1783,PW_29Jun12_234,PW,29-Jun-12,30-Jan-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1784,PW_29Jun12_235,PW,29-Jun-12,30-Jan-17,2,,0.0,46.0,25.0,W,CC,0.8363,181
1785,PW_29Jun12_236,PW,29-Jun-12,30-Jan-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1786,PW_29Jun12_237,PW,29-Jun-12,30-Jan-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1787,PW_29Jun12_238,PW,29-Jun-12,30-Jan-17,2,,0.0,70.0,25.0,W,CC,1.2726,181
1788,PW_29Jun12_239,PW,29-Jun-12,30-Jan-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1789,PW_29Jun12_240,PW,29-Jun-12,30-Jan-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1790,PW_29Jun12_241,PW,29-Jun-12,6-Feb-17,2,,0.0,45.0,25.0,W,CC,0.8181,181
1791,PW_29Jun12_242,PW,29-Jun-12,6-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
1792,PW_29Jun12_243,PW,29-Jun-12,6-Feb-17,2,,0.0,61.0,25.0,W,CC,1.109,181
1793,PW_29Jun12_244,PW,29-Jun-12,6-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1794,PW_29Jun12_245,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1795,PW_29Jun12_246,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1796,PW_29Jun12_247,PW,29-Jun-12,6-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1797,PW_29Jun12_248,PW,29-Jun-12,6-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
1798,PW_29Jun12_249,PW,29-Jun-12,6-Feb-17,2,,1.0,24.0,25.0,W,CC,0.4363,181
1799,PW_29Jun12_250,PW,29-Jun-12,6-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1800,PW_29Jun12_251,PW,29-Jun-12,6-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1801,PW_29Jun12_252,PW,29-Jun-12,6-Feb-17,2,,0.0,65.0,25.0,W,CC,1.1817,181
1802,PW_29Jun12_253,PW,29-Jun-12,6-Feb-17,2,,0.0,43.0,25.0,W,CC,0.7817,181
1803,PW_29Jun12_254,PW,29-Jun-12,6-Feb-17,2,,0.0,41.0,25.0,W,CC,0.7454,181
1804,PW_29Jun12_255,PW,29-Jun-12,6-Feb-17,2,,0.0,63.0,25.0,W,CC,1.1453,181
1805,PW_29Jun12_256,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1806,PW_29Jun12_257,PW,29-Jun-12,6-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1807,PW_29Jun12_258,PW,29-Jun-12,6-Feb-17,2,,1.0,66.0,25.0,W,CC,1.1999,181
1808,PW_29Jun12_259,PW,29-Jun-12,6-Feb-17,2,,0.0,17.0,25.0,W,CC,0.3091,181
1809,PW_29Jun12_260,PW,29-Jun-12,6-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
1810,PW_29Jun12_261,PW,29-Jun-12,6-Feb-17,2,,0.0,39.0,25.0,W,CC,0.7090000000000001,181
1811,PW_29Jun12_262,PW,29-Jun-12,6-Feb-17,2,,0.0,71.0,25.0,W,CC,1.2908,181
1812,PW_29Jun12_263,PW,29-Jun-12,6-Feb-17,2,,0.0,45.0,25.0,W,CC,0.8181,181
1813,PW_29Jun12_264,PW,29-Jun-12,6-Feb-17,2,,0.0,69.0,25.0,W,CC,1.2544,181
1814,PW_29Jun12_265,PW,29-Jun-12,6-Feb-17,2,,0.0,35.0,25.0,W,CC,0.6363,181
1815,PW_29Jun12_266,PW,29-Jun-12,6-Feb-17,2,,0.0,57.0,25.0,W,CC,1.0363,181
1816,PW_29Jun12_267,PW,29-Jun-12,6-Feb-17,2,,1.0,58.0,25.0,W,CC,1.0544,181
1817,PW_29Jun12_268,PW,29-Jun-12,6-Feb-17,2,,1.0,19.0,25.0,W,CC,0.3454,181
1818,PW_29Jun12_269,PW,29-Jun-12,6-Feb-17,2,,0.0,12.0,25.0,W,CC,0.2182,181
1819,PW_29Jun12_270,PW,29-Jun-12,6-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1820,PW_29Jun12_271,PW,29-Jun-12,6-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1821,PW_29Jun12_272,PW,29-Jun-12,6-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1822,PW_29Jun12_273,PW,29-Jun-12,6-Feb-17,2,,1.0,15.0,25.0,W,CC,0.2727,181
1823,PW_29Jun12_274,PW,29-Jun-12,6-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1824,PW_29Jun12_275,PW,29-Jun-12,6-Feb-17,2,,0.0,70.0,25.0,W,CC,1.2726,181
1825,PW_29Jun12_276,PW,29-Jun-12,6-Feb-17,2,,0.0,51.0,25.0,W,CC,0.9272,181
1826,PW_29Jun12_277,PW,29-Jun-12,6-Feb-17,2,,0.0,59.0,25.0,W,CC,1.0726,181
1827,PW_29Jun12_278,PW,29-Jun-12,6-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
1828,PW_29Jun12_279,PW,29-Jun-12,6-Feb-17,2,,0.0,59.0,25.0,W,CC,1.0726,181
1829,PW_29Jun12_280,PW,29-Jun-12,6-Feb-17,2,,0.0,63.0,25.0,W,CC,1.1453,181
1830,PW_29Jun12_281,PW,29-Jun-12,6-Feb-17,2,,0.0,68.0,25.0,W,CC,1.2362,181
1831,PW_29Jun12_282,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1832,PW_29Jun12_283,PW,29-Jun-12,6-Feb-17,2,,0.0,48.0,25.0,W,CC,0.8726,181
1833,PW_29Jun12_284,PW,29-Jun-12,6-Feb-17,2,,0.0,48.0,25.0,W,CC,0.8726,181
1834,PW_29Jun12_285,PW,29-Jun-12,6-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1835,PW_29Jun12_286,PW,29-Jun-12,6-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1836,PW_29Jun12_287,PW,29-Jun-12,6-Feb-17,2,,0.0,42.0,25.0,W,CC,0.7636,181
1837,PW_29Jun12_288,PW,29-Jun-12,6-Feb-17,2,,0.0,51.0,25.0,W,CC,0.9272,181
1838,PW_29Jun12_289,PW,29-Jun-12,6-Feb-17,2,,0.0,84.0,25.0,W,CC,1.5271,181
1839,PW_29Jun12_290,PW,29-Jun-12,6-Feb-17,2,,0.0,69.0,25.0,W,CC,1.2544,181
1840,PW_29Jun12_291,PW,29-Jun-12,6-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1841,PW_29Jun12_292,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1842,PW_29Jun12_293,PW,29-Jun-12,6-Feb-17,2,,1.0,27.0,25.0,W,CC,0.4909,181
1843,PW_29Jun12_294,PW,29-Jun-12,6-Feb-17,2,,0.0,52.0,25.0,W,CC,0.9454,181
1844,PW_29Jun12_295,PW,29-Jun-12,6-Feb-17,2,,1.0,47.0,25.0,W,CC,0.8545,181
1845,PW_29Jun12_296,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1846,PW_29Jun12_297,PW,29-Jun-12,6-Feb-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1847,PW_29Jun12_298,PW,29-Jun-12,6-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1848,PW_29Jun12_299,PW,29-Jun-12,6-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1849,PW_29Jun12_300,PW,29-Jun-12,6-Feb-17,2,,0.0,73.0,25.0,W,CC,1.3271,181
1850,PW_29Jun12_301,PW,29-Jun-12,6-Feb-17,2,,0.0,39.0,25.0,W,CC,0.7090000000000001,181
1851,PW_29Jun12_302,PW,29-Jun-12,6-Feb-17,2,,0.0,58.0,25.0,W,CC,1.0544,181
1852,PW_29Jun12_303,PW,29-Jun-12,6-Feb-17,2,,0.0,64.0,25.0,W,CC,1.1635,181
1853,PW_29Jun12_304,PW,29-Jun-12,6-Feb-17,2,,0.0,70.0,25.0,W,CC,1.2726,181
1854,PW_29Jun12_305,PW,29-Jun-12,6-Feb-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1855,PW_29Jun12_306,PW,29-Jun-12,6-Feb-17,2,,0.0,48.0,25.0,W,CC,0.8726,181
1856,PW_29Jun12_307,PW,29-Jun-12,6-Feb-17,2,,0.0,70.0,25.0,W,CC,1.2726,181
1857,PW_29Jun12_308,PW,29-Jun-12,6-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1858,PW_29Jun12_309,PW,29-Jun-12,6-Feb-17,2,,0.0,42.0,25.0,W,CC,0.7636,181
1859,PW_29Jun12_310,PW,29-Jun-12,6-Feb-17,2,,0.0,71.0,25.0,W,CC,1.2908,181
1860,PW_29Jun12_311,PW,29-Jun-12,6-Feb-17,2,,0.0,52.0,25.0,W,CC,0.9454,181
1861,PW_29Jun12_312,PW,29-Jun-12,6-Feb-17,2,,0.0,61.0,25.0,W,CC,1.109,181
1862,PW_29Jun12_313,PW,29-Jun-12,6-Feb-17,2,,0.0,32.0,25.0,W,CC,0.5818,181
1863,PW_29Jun12_314,PW,29-Jun-12,6-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1864,PW_29Jun12_315,PW,29-Jun-12,6-Feb-17,2,,0.0,51.0,25.0,W,CC,0.9272,181
1865,PW_29Jun12_316,PW,29-Jun-12,6-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1866,PW_29Jun12_317,PW,29-Jun-12,6-Feb-17,2,,0.0,44.0,25.0,W,CC,0.7999,181
1867,PW_29Jun12_318,PW,29-Jun-12,6-Feb-17,2,,0.0,69.0,25.0,W,CC,1.2544,181
1868,PW_29Jun12_319,PW,29-Jun-12,6-Feb-17,2,,0.0,45.0,25.0,W,CC,0.8181,181
1869,PW_29Jun12_320,PW,29-Jun-12,6-Feb-17,2,,0.0,43.0,25.0,W,CC,0.7817,181
1870,PW_29Jun12_321,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1871,PW_29Jun12_322,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1872,PW_29Jun12_323,PW,29-Jun-12,10-Feb-17,2,,0.0,82.0,25.0,W,CC,1.4908,181
1873,PW_29Jun12_324,PW,29-Jun-12,10-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1874,PW_29Jun12_325,PW,29-Jun-12,10-Feb-17,2,,0.0,58.0,25.0,W,CC,1.0544,181
1875,PW_29Jun12_326,PW,29-Jun-12,10-Feb-17,2,,0.0,38.0,25.0,W,CC,0.6908,181
1876,PW_29Jun12_327,PW,29-Jun-12,10-Feb-17,2,,0.0,51.0,25.0,W,CC,0.9272,181
1877,PW_29Jun12_328,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1878,PW_29Jun12_329,PW,29-Jun-12,10-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1879,PW_29Jun12_330,PW,29-Jun-12,10-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
1880,PW_29Jun12_331,PW,29-Jun-12,10-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1881,PW_29Jun12_332,PW,29-Jun-12,10-Feb-17,2,,0.0,35.0,25.0,W,CC,0.6363,181
1882,PW_29Jun12_333,PW,29-Jun-12,10-Feb-17,2,,0.0,42.0,25.0,W,CC,0.7636,181
1883,PW_29Jun12_334,PW,29-Jun-12,10-Feb-17,2,,0.0,66.0,25.0,W,CC,1.1999,181
1884,PW_29Jun12_335,PW,29-Jun-12,10-Feb-17,2,,0.0,52.0,25.0,W,CC,0.9454,181
1885,PW_29Jun12_336,PW,29-Jun-12,10-Feb-17,2,,0.0,54.0,25.0,W,CC,0.9817,181
1886,PW_29Jun12_337,PW,29-Jun-12,10-Feb-17,2,,0.0,41.0,25.0,W,CC,0.7454,181
1887,PW_29Jun12_338,PW,29-Jun-12,10-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1888,PW_29Jun12_339,PW,29-Jun-12,10-Feb-17,2,,0.0,37.0,25.0,W,CC,0.6727,181
1889,PW_29Jun12_340,PW,29-Jun-12,10-Feb-17,2,,0.0,82.0,25.0,W,CC,1.4908,181
1890,PW_29Jun12_341,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1891,PW_29Jun12_342,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1892,PW_29Jun12_343,PW,29-Jun-12,10-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1893,PW_29Jun12_344,PW,29-Jun-12,10-Feb-17,2,,0.0,69.0,25.0,W,CC,1.2544,181
1894,PW_29Jun12_345,PW,29-Jun-12,10-Feb-17,2,,0.0,64.0,25.0,W,CC,1.1635,181
1895,PW_29Jun12_346,PW,29-Jun-12,10-Feb-17,2,,0.0,78.0,25.0,W,CC,1.4180000000000001,181
1896,PW_29Jun12_347,PW,29-Jun-12,10-Feb-17,2,,0.0,52.0,25.0,W,CC,0.9454,181
1897,PW_29Jun12_348,PW,29-Jun-12,10-Feb-17,2,,1.0,17.0,25.0,W,CC,0.3091,181
1898,PW_29Jun12_349,PW,29-Jun-12,10-Feb-17,2,,0.0,57.0,25.0,W,CC,1.0363,181
1899,PW_29Jun12_350,PW,29-Jun-12,10-Feb-17,2,,0.0,63.0,25.0,W,CC,1.1453,181
1900,PW_29Jun12_351,PW,29-Jun-12,10-Feb-17,2,,0.0,73.0,25.0,W,CC,1.3271,181
1901,PW_29Jun12_352,PW,29-Jun-12,10-Feb-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1902,PW_29Jun12_353,PW,29-Jun-12,10-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1903,PW_29Jun12_354,PW,29-Jun-12,10-Feb-17,2,,0.0,64.0,25.0,W,CC,1.1635,181
1904,PW_29Jun12_355,PW,29-Jun-12,10-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1905,PW_29Jun12_356,PW,29-Jun-12,10-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1906,PW_29Jun12_357,PW,29-Jun-12,10-Feb-17,2,,0.0,64.0,25.0,W,CC,1.1635,181
1907,PW_29Jun12_358,PW,29-Jun-12,10-Feb-17,2,,1.0,20.0,25.0,W,CC,0.3636,181
1908,PW_29Jun12_359,PW,29-Jun-12,10-Feb-17,2,,0.0,65.0,25.0,W,CC,1.1817,181
1909,PW_29Jun12_360,PW,29-Jun-12,10-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1910,PW_29Jun12_361,PW,29-Jun-12,10-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1911,PW_29Jun12_362,PW,29-Jun-12,10-Feb-17,2,,0.0,40.0,25.0,W,CC,0.7272,181
1912,PW_29Jun12_363,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1913,PW_29Jun12_364,PW,29-Jun-12,10-Feb-17,2,,1.0,20.0,25.0,W,CC,0.3636,181
1914,PW_29Jun12_365,PW,29-Jun-12,10-Feb-17,2,,0.0,57.0,25.0,W,CC,1.0363,181
1915,PW_29Jun12_366,PW,29-Jun-12,10-Feb-17,2,,0.0,61.0,25.0,W,CC,1.109,181
1916,PW_29Jun12_367,PW,29-Jun-12,10-Feb-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1917,PW_29Jun12_368,PW,29-Jun-12,10-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1918,PW_29Jun12_369,PW,29-Jun-12,10-Feb-17,2,,1.0,19.0,25.0,W,CC,0.3454,181
1919,PW_29Jun12_370,PW,29-Jun-12,10-Feb-17,2,,0.0,34.0,25.0,W,CC,0.6181,181
1920,PW_29Jun12_371,PW,29-Jun-12,10-Feb-17,2,,0.0,28.0,25.0,W,CC,0.509,181
1921,PW_29Jun12_372,PW,29-Jun-12,10-Feb-17,2,,0.0,61.0,25.0,W,CC,1.109,181
1922,PW_29Jun12_373,PW,29-Jun-12,10-Feb-17,2,,0.0,69.0,25.0,W,CC,1.2544,181
1923,PW_29Jun12_374,PW,29-Jun-12,10-Feb-17,2,,0.0,45.0,25.0,W,CC,0.8181,181
1924,PW_29Jun12_375,PW,29-Jun-12,10-Feb-17,2,,0.0,42.0,25.0,W,CC,0.7636,181
1925,PW_29Jun12_376,PW,29-Jun-12,10-Feb-17,2,,0.0,61.0,25.0,W,CC,1.109,181
1926,PW_29Jun12_377,PW,29-Jun-12,10-Feb-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1927,PW_29Jun12_378,PW,29-Jun-12,10-Feb-17,2,,0.0,43.0,25.0,W,CC,0.7817,181
1928,PW_29Jun12_379,PW,29-Jun-12,10-Feb-17,2,,0.0,68.0,25.0,W,CC,1.2362,181
1929,PW_29Jun12_380,PW,29-Jun-12,10-Feb-17,2,,0.0,74.0,25.0,W,CC,1.3453,181
1930,PW_29Jun12_381,PW,29-Jun-12,10-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
1931,PW_29Jun12_382,PW,29-Jun-12,10-Feb-17,2,,1.0,20.0,25.0,W,CC,0.3636,181
1932,PW_29Jun12_383,PW,29-Jun-12,10-Feb-17,2,,0.0,54.0,25.0,W,CC,0.9817,181
1933,PW_29Jun12_384,PW,29-Jun-12,10-Feb-17,2,,0.0,71.0,25.0,W,CC,1.2908,181
1934,PW_29Jun12_385,PW,29-Jun-12,10-Feb-17,2,,0.0,69.0,25.0,W,CC,1.2544,181
1935,PW_29Jun12_386,PW,29-Jun-12,10-Feb-17,2,,0.0,57.0,25.0,W,CC,1.0363,181
1936,PW_29Jun12_387,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1937,PW_29Jun12_388,PW,29-Jun-12,10-Feb-17,2,,0.0,44.0,25.0,W,CC,0.7999,181
1938,PW_29Jun12_389,PW,29-Jun-12,10-Feb-17,2,,0.0,57.0,25.0,W,CC,1.0363,181
1939,PW_29Jun12_390,PW,29-Jun-12,10-Feb-17,2,,0.0,35.0,25.0,W,CC,0.6363,181
1940,PW_29Jun12_391,PW,29-Jun-12,10-Feb-17,2,,0.0,63.0,25.0,W,CC,1.1453,181
1941,PW_29Jun12_392,PW,29-Jun-12,10-Feb-17,2,,0.0,46.0,25.0,W,CC,0.8363,181
1942,PW_29Jun12_393,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1943,PW_29Jun12_394,PW,29-Jun-12,10-Feb-17,2,,1.0,20.0,25.0,W,CC,0.3636,181
1944,PW_29Jun12_395,PW,29-Jun-12,10-Feb-17,2,,0.0,65.0,25.0,W,CC,1.1817,181
1945,PW_29Jun12_396,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1946,PW_29Jun12_397,PW,29-Jun-12,10-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1947,PW_29Jun12_398,PW,29-Jun-12,10-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1948,PW_29Jun12_399,PW,29-Jun-12,10-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1949,PW_29Jun12_400,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1950,PW_29Jun12_401,PW,29-Jun-12,10-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1951,PW_29Jun12_402,PW,29-Jun-12,10-Feb-17,2,,0.0,57.0,25.0,W,CC,1.0363,181
1952,PW_29Jun12_403,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1953,PW_29Jun12_404,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1954,PW_29Jun12_405,PW,29-Jun-12,10-Feb-17,2,,0.0,58.0,25.0,W,CC,1.0544,181
1955,PW_29Jun12_406,PW,29-Jun-12,10-Feb-17,2,,0.0,62.0,25.0,W,CC,1.1272,181
1956,PW_29Jun12_407,PW,29-Jun-12,10-Feb-17,2,,0.0,39.0,25.0,W,CC,0.7090000000000001,181
1957,PW_29Jun12_408,PW,29-Jun-12,10-Feb-17,2,,0.0,65.0,25.0,W,CC,1.1817,181
1958,PW_29Jun12_409,PW,29-Jun-12,10-Feb-17,2,,0.0,40.0,25.0,W,CC,0.7272,181
1959,PW_29Jun12_410,PW,29-Jun-12,10-Feb-17,2,,1.0,25.0,25.0,W,CC,0.4545,181
1960,PW_29Jun12_411,PW,29-Jun-12,10-Feb-17,2,,0.0,44.0,25.0,W,CC,0.7999,181
1961,PW_29Jun12_412,PW,29-Jun-12,10-Feb-17,2,,0.0,89.0,25.0,W,CC,1.618,181
1962,PW_29Jun12_413,PW,29-Jun-12,10-Feb-17,2,,0.0,60.0,25.0,W,CC,1.0908,181
1963,PW_29Jun12_414,PW,29-Jun-12,10-Feb-17,2,,0.0,68.0,25.0,W,CC,1.2362,181
1964,PW_29Jun12_415,PW,29-Jun-12,10-Feb-17,2,,1.0,26.0,25.0,W,CC,0.4727,181
1965,PW_29Jun12_416,PW,29-Jun-12,10-Feb-17,2,,0.0,34.0,25.0,W,CC,0.6181,181
1966,PW_29Jun12_417,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
1967,PW_29Jun12_418,PW,29-Jun-12,10-Feb-17,2,,0.0,35.0,25.0,W,CC,0.6363,181
1968,PW_29Jun12_419,PW,29-Jun-12,10-Feb-17,2,,0.0,61.0,25.0,W,CC,1.109,181
1969,PW_29Jun12_420,PW,29-Jun-12,10-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1970,PW_29Jun12_421,PW,29-Jun-12,10-Feb-17,2,,0.0,84.0,25.0,W,CC,1.5271,181
1971,PW_29Jun12_422,PW,29-Jun-12,10-Feb-17,2,,0.0,44.0,25.0,W,CC,0.7999,181
1972,PW_29Jun12_423,PW,29-Jun-12,10-Feb-17,2,,0.0,40.0,25.0,W,CC,0.7272,181
1973,PW_29Jun12_424,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,12.0,W,CC,1.9875,181
1974,PW_29Jun12_425,PW,29-Jun-12,10-Feb-17,2,,0.0,35.0,25.0,W,CC,0.6363,181
1975,PW_29Jun12_426,PW,29-Jun-12,10-Feb-17,2,,0.0,43.0,25.0,W,CC,0.7817,181
1976,PW_29Jun12_427,PW,29-Jun-12,10-Feb-17,2,,0.0,70.0,25.0,W,CC,1.2726,181
1977,PW_29Jun12_428,PW,29-Jun-12,10-Feb-17,2,,0.0,50.0,25.0,W,CC,0.909,181
1978,PW_29Jun12_429,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1979,PW_29Jun12_430,PW,29-Jun-12,10-Feb-17,2,,0.0,66.0,25.0,W,CC,1.1999,181
1980,PW_29Jun12_431,PW,29-Jun-12,10-Feb-17,2,,0.0,46.0,25.0,W,CC,0.8363,181
1981,PW_29Jun12_432,PW,29-Jun-12,10-Feb-17,2,,0.0,58.0,25.0,W,CC,1.0544,181
1982,PW_29Jun12_433,PW,29-Jun-12,10-Feb-17,2,,0.0,46.0,25.0,W,CC,0.8363,181
1983,PW_29Jun12_434,PW,29-Jun-12,10-Feb-17,2,,0.0,32.0,25.0,W,CC,0.5818,181
1984,PW_29Jun12_435,PW,29-Jun-12,10-Feb-17,2,,0.0,64.0,25.0,W,CC,1.1635,181
1985,PW_29Jun12_436,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1986,PW_29Jun12_437,PW,29-Jun-12,10-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1987,PW_29Jun12_438,PW,29-Jun-12,10-Feb-17,2,,0.0,55.0,25.0,W,CC,0.9999,181
1988,PW_29Jun12_439,PW,29-Jun-12,10-Feb-17,2,,0.0,45.0,25.0,W,CC,0.8181,181
1989,PW_29Jun12_440,PW,29-Jun-12,10-Feb-17,2,,0.0,71.0,25.0,W,CC,1.2908,181
1990,PW_29Jun12_441,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
1991,PW_29Jun12_442,PW,29-Jun-12,10-Feb-17,2,,1.0,53.0,25.0,W,CC,0.9635,181
1992,PW_29Jun12_443,PW,29-Jun-12,10-Feb-17,2,,0.0,49.0,25.0,W,CC,0.8908,181
1993,PW_29Jun12_444,PW,29-Jun-12,10-Feb-17,2,,0.0,51.0,25.0,W,CC,0.9272,181
1994,PW_29Jun12_445,PW,29-Jun-12,10-Feb-17,2,,1.0,31.0,25.0,W,CC,0.5636,181
1995,PW_29Jun12_446,PW,29-Jun-12,10-Feb-17,2,,1.0,24.0,25.0,W,CC,0.4363,181
1996,PW_29Jun12_447,PW,29-Jun-12,10-Feb-17,2,,0.0,35.0,25.0,W,CC,0.6363,181
1997,PW_29Jun12_448,PW,29-Jun-12,10-Feb-17,2,,0.0,43.0,25.0,W,CC,0.7817,181
1998,PW_29Jun12_449,PW,29-Jun-12,10-Feb-17,2,,0.0,52.0,25.0,W,CC,0.9454,181
1999,PW_29Jun12_450,PW,29-Jun-12,10-Feb-17,2,,0.0,51.0,25.0,W,CC,0.9272,181
2000,PW_29Jun12_451,PW,29-Jun-12,10-Feb-17,2,,0.0,72.0,25.0,W,CC,1.3090000000000002,181
2001,PW_29Jun12_452,PW,29-Jun-12,10-Feb-17,2,,0.0,74.0,25.0,W,CC,1.3453,181
2002,PW_29Jun12_453,PW,29-Jun-12,10-Feb-17,2,,0.0,71.0,25.0,W,CC,1.2908,181
2003,PW_29Jun12_454,PW,29-Jun-12,10-Feb-17,2,,0.0,68.0,25.0,W,CC,1.2362,181
2004,PW_29Jun12_455,PW,29-Jun-12,10-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
2005,PW_29Jun12_456,PW,29-Jun-12,10-Feb-17,2,,0.0,28.0,25.0,W,CC,0.509,181
2006,PW_29Jun12_457,PW,29-Jun-12,10-Feb-17,2,,0.0,63.0,25.0,W,CC,1.1453,181
2007,PW_29Jun12_458,PW,29-Jun-12,10-Feb-17,2,,0.0,67.0,25.0,W,CC,1.2181,181
2008,PW_29Jun12_459,PW,29-Jun-12,10-Feb-17,2,,0.0,56.0,25.0,W,CC,1.0181,181
2009,PW_29Jun12_460,PW,29-Jun-12,10-Feb-17,2,,0.0,53.0,25.0,W,CC,0.9635,181
2010,PW_29Jun12_461,PW,29-Jun-12,10-Feb-17,2,,0.0,47.0,25.0,W,CC,0.8545,181
2011,PW_29Jun12_462,PW,29-Jun-12,10-Feb-17,2,,0.0,48.0,25.0,W,CC,0.8726,181
